"INDICATOR","Indicator","FAM_TYPE","Family type","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"06","Tax credits","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2013","2013","EUR","Euro","0","Units",,,3565,,
"06","Tax credits","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2014","2014","EUR","Euro","0","Units",,,3605,,
"06","Tax credits","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2015","2015","EUR","Euro","0","Units",,,3617.5,,
"06","Tax credits","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2016","2016","EUR","Euro","0","Units",,,3637.5,,
"06","Tax credits","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2017","2017","EUR","Euro","0","Units",,,3710,,
"06","Tax credits","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2018","2018","EUR","Euro","0","Units",,,3865,,
"06","Tax credits","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2019","2019","EUR","Euro","0","Units",,,4430,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2005","2005","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2006","2006","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2007","2007","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2008","2008","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2009","2009","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2010","2010","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2011","2011","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2012","2012","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2013","2013","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2014","2014","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2015","2015","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2016","2016","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2017","2017","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2018","2018","EUR","Euro","0","Units",,,0,,
"061","Basic tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2019","2019","EUR","Euro","0","Units",,,0,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2005","2005","EUR","Euro","0","Units",,,2890,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2006","2006","EUR","Euro","0","Units",,,2970,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2007","2007","EUR","Euro","0","Units",,,3020,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2008","2008","EUR","Euro","0","Units",,,3137.5,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2009","2009","EUR","Euro","0","Units",,,3280,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2010","2010","EUR","Euro","0","Units",,,3280,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2011","2011","EUR","Euro","0","Units",,,3350,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2012","2012","EUR","Euro","0","Units",,,3467.5,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2013","2013","EUR","Euro","0","Units",,,3565,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2014","2014","EUR","Euro","0","Units",,,3605,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2015","2015","EUR","Euro","0","Units",,,3617.5,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2016","2016","EUR","Euro","0","Units",,,3637.5,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2017","2017","EUR","Euro","0","Units",,,3710,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2018","2018","EUR","Euro","0","Units",,,3865,,
"062","Married or head of family tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2019","2019","EUR","Euro","0","Units",,,4430,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2005","2005","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2006","2006","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2007","2007","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2008","2008","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2009","2009","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2010","2010","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2011","2011","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2012","2012","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2013","2013","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2014","2014","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2015","2015","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2016","2016","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2017","2017","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2018","2018","EUR","Euro","0","Units",,,0,,
"063","Child tax credit","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2019","2019","EUR","Euro","0","Units",,,0,,
"07","Central government income tax finally paid","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2005","2005","EUR","Euro","0","Units",,,14611.967861,,
"07","Central government income tax finally paid","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2006","2006","EUR","Euro","0","Units",,,14960.511227,,
"07","Central government income tax finally paid","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2007","2007","EUR","Euro","0","Units",,,15378.4636,,
"07","Central government income tax finally paid","MARRIED4","Two-earner married couple, one at 100% of average earnings and the other at 67%, no child","BEL","Belgium","2008","2008","EUR","Euro","0","Units",,,16442.786306,,
